peak	Class	H2Aub	H2AZ	H3	H3K4me1	H3K4me3	H3K9ac	H3K9me1	H3K14ac	H3K27me1	H3K27me3	H3K36me3
chr1.18409500.18409628	pos	0	1	0	1	1	0	1	1	0	0	1
chr1.29390406.29390695	pos	1	1	0	1	1	1	0	1	0	1	0
chr2.5834665.5834781	pos	1	1	0	1	1	1	0	1	0	1	1
chr2.8148647.8148732	pos	0	1	0	0	1	1	0	0	0	0	1
chr2.12437464.12437529	pos	0	0	0	0	0	0	0	0	0	1	0
chr2.13176387.13176495	pos	1	1	0	1	1	1	0	1	0	0	1
chr2.15866887.15867196	pos	0	0	0	0	0	0	1	0	1	0	0
chr2.17869705.17869790	pos	1	1	0	0	1	1	0	1	0	1	0
chr2.18483083.18483865	pos	1	1	1	0	1	1	0	1	0	0	1
chr3.2227424.2227500	pos	1	1	0	0	1	1	0	1	0	0	1
chr3.3718930.3719063	pos	0	0	0	0	0	0	1	0	1	0	0
chr3.8090637.8090803	pos	1	1	0	1	1	0	0	1	0	1	0
chr3.17057292.17057372	pos	1	1	0	1	1	1	1	1	1	1	1
chr3.17644187.17644421	pos	1	1	1	1	1	1	1	1	0	1	0
chr3.20047652.20047903	pos	0	1	0	0	0	1	0	0	0	0	0
chr4.806107.806227	pos	1	1	0	1	1	0	1	1	0	0	0
chr4.4063078.4063185	pos	1	1	0	1	1	1	0	1	1	1	1
chr4.6232995.6233072	pos	1	1	0	1	1	0	0	0	0	1	0
chr4.10923515.10923648	pos	1	1	0	1	1	1	0	1	0	0	1
chr4.11318365.11318976	pos	0	0	0	0	0	0	1	0	1	0	0
chr4.11503058.11503305	pos	1	1	0	0	1	0	0	0	0	1	0
chr4.18066182.18066314	pos	0	1	0	0	0	1	0	0	0	0	0
chr4.20400997.20401081	pos	0	1	0	1	1	1	0	1	0	0	1
chr4.22726383.22726486	pos	1	1	0	1	1	0	0	0	0	1	0
chr5.1219110.1219174	pos	1	0	0	0	0	0	0	0	0	0	0
chr5.5075384.5075482	pos	1	1	1	0	1	0	0	0	0	1	0
chr5.5128437.5128567	pos	1	1	0	0	1	0	0	0	0	1	0
chr5.5690882.5690946	pos	0	1	0	1	1	1	0	1	0	0	1
chr5.19169619.19169685	pos	1	1	0	1	1	1	0	1	0	0	1
chr5.21828255.21828342	pos	0	1	0	0	1	1	0	1	0	0	1
chr5.25632690.25632873	pos	1	1	0	1	1	1	0	0	0	0	1
chr6.18658770.18658849	pos	1	1	0	1	1	0	0	1	0	0	1
chr6.18659550.18659692	pos	1	1	0	1	1	0	0	1	0	0	1
chr6.22766978.22767167	pos	1	1	1	1	1	0	1	0	0	1	0
chr7.3601928.3602047	pos	1	1	0	1	1	0	1	1	1	1	0
chr7.7391358.7391469	pos	0	1	0	1	1	0	1	1	1	0	0
chr7.10140257.10140321	pos	0	1	0	0	0	1	1	1	1	0	1
chr7.13640300.13640395	pos	0	1	0	1	1	1	0	1	0	0	1
chr7.17257866.17258177	pos	0	0	0	0	0	0	1	0	1	0	0
chr8.5165582.5165653	pos	0	1	1	0	0	1	1	1	0	0	0
chr8.5224124.5224248	pos	1	1	0	0	1	1	0	0	0	0	1
chr8.5420727.5420895	pos	1	1	0	0	1	1	0	1	0	1	0
chr8.5421051.5421124	pos	1	1	0	0	1	1	0	1	0	1	0
chr8.6064057.6064186	pos	1	1	0	1	1	0	0	0	0	1	0
chr8.11934053.11934145	pos	1	0	0	0	0	0	0	0	0	0	0
chr8.11960610.11960692	pos	1	0	0	0	0	0	0	0	0	1	0
chr8.11962244.11962337	pos	1	0	0	0	0	0	0	0	0	1	0
chr8.16617273.16617371	pos	1	1	0	1	1	1	0	1	0	0	1
chr8.19993892.19994113	pos	1	1	0	1	1	0	1	1	1	0	0
chr1.2222000.2222500	neg	0	0	0	0	0	0	0	0	0	0	0
chr1.6071500.6072000	neg	0	0	0	0	0	0	0	0	0	0	0
chr1.7803500.7804000	neg	0	0	0	0	0	0	0	0	0	0	0
chr1.18933500.18934000	neg	0	0	0	0	0	0	0	0	0	0	0
chr1.27228000.27228500	neg	0	0	0	0	0	0	0	0	0	0	0
chr2.2138500.2139000	neg	0	0	0	0	0	0	0	0	0	0	0
chr2.3785000.3785500	neg	0	0	0	0	0	0	0	0	0	0	0
chr2.8993500.8994000	neg	0	0	0	0	0	0	0	0	0	0	0
chr2.12669500.12670000	neg	0	0	0	0	0	0	0	0	0	0	0
chr2.13556500.13557000	neg	0	0	0	0	0	0	0	0	0	0	0
chr2.21759500.21760000	neg	0	0	0	0	0	0	0	0	0	0	0
chr2.25352000.25352500	neg	0	0	0	0	0	0	0	0	0	0	0
chr2.26824000.26824500	neg	0	0	0	0	0	0	0	0	0	0	0
