peak	Class	H2Aub	H2AZ	H3	H3K4me1	H3K4me3	H3K9ac	H3K9me1	H3K14ac	H3K27me1	H3K27me3	H3K36me3
chr1.598704.599125	pos	1	1	0	1	1	1	0	1	0	0	0
chr1.997748.997982	pos	0	0	1	0	0	1	0	0	0	0	0
chr1.2376415.2376542	pos	1	1	0	0	1	1	0	1	0	0	1
chr1.6324720.6325022	pos	1	1	0	1	1	1	0	1	0	0	0
chr1.7064820.7065319	pos	1	0	0	0	1	1	0	0	0	0	1
chr1.8290917.8291030	pos	0	1	0	1	1	1	0	0	0	0	1
chr1.8304585.8304794	pos	0	0	1	1	1	1	0	1	0	0	1
chr1.9510583.9510697	pos	1	1	0	1	1	1	1	1	1	1	0
chr1.14512932.14513116	pos	1	1	1	1	1	1	0	1	0	0	1
chr1.16418431.16418769	pos	0	1	1	1	1	1	1	1	1	1	1
chr1.16697612.16698016	pos	1	0	0	0	0	1	0	0	0	0	1
chr1.20306471.20307126	pos	0	1	0	1	1	1	0	1	0	0	1
chr1.22547463.22547723	pos	1	0	0	1	1	1	0	0	0	0	1
chr1.23134941.23135589	pos	1	0	0	0	1	1	0	0	0	0	1
chr1.23404620.23404987	pos	0	0	0	1	0	0	0	1	0	0	1
chr1.26373221.26373328	pos	0	1	0	1	1	0	0	1	0	0	1
chr1.28009432.28010622	pos	1	0	0	0	0	1	0	0	0	0	0
chr1.28805660.28806228	pos	1	0	0	0	1	1	0	0	0	0	1
chr2.3652.4557	pos	0	1	1	1	1	1	0	1	0	1	1
chr2.625787.626472	pos	0	0	0	0	1	1	0	0	0	0	1
chr2.4528885.4529039	pos	0	0	1	1	0	0	0	0	0	0	1
chr2.6186388.6187275	pos	0	0	0	0	0	1	0	0	0	0	0
chr2.6788002.6788160	pos	0	1	0	0	1	1	0	0	0	1	1
chr2.12082096.12082667	pos	1	0	0	0	1	1	0	0	0	0	1
chr2.18198955.18199090	pos	1	1	0	1	1	1	0	1	0	0	1
chr2.21871754.21872014	pos	1	1	0	1	1	0	0	1	1	0	0
chr2.25456220.25456444	pos	1	0	1	0	1	1	0	1	0	0	0
chr3.517582.518069	pos	0	0	1	0	0	0	1	0	1	0	0
chr3.6628115.6628341	pos	1	1	1	1	1	1	1	1	0	1	0
chr3.8056442.8056625	pos	0	1	1	1	1	1	1	1	1	0	1
chr3.10821204.10821498	pos	0	0	0	0	0	1	0	0	0	0	0
chr3.13558069.13558228	pos	1	1	1	1	1	0	1	1	0	1	0
chr3.16029040.16029426	pos	0	0	1	0	0	1	0	0	0	0	0
chr3.16335382.16335847	pos	1	0	0	0	1	1	0	0	0	0	1
chr3.17788346.17788713	pos	1	1	1	1	1	1	0	1	0	0	0
chr3.24598532.24598697	pos	0	1	1	1	1	1	1	0	0	1	0
chr3.27102055.27102205	pos	0	0	1	0	0	0	0	0	0	1	0
chr3.27116535.27116973	pos	0	0	1	1	0	1	0	0	0	1	0
chr4.1240048.1240179	pos	1	1	1	1	1	1	0	1	0	0	1
chr4.4534445.4534586	pos	0	1	1	1	1	1	1	1	1	1	1
chr4.7949866.7950335	pos	1	1	0	1	1	1	0	1	0	0	1
chr4.14419305.14419681	pos	1	1	0	0	1	1	0	1	0	0	1
chr4.25402177.25402324	pos	1	0	0	0	0	1	0	0	0	0	0
chr5.26074.26492	pos	1	1	1	1	1	1	1	1	1	1	0
chr5.525003.525168	pos	1	1	1	1	1	1	0	1	0	1	0
chr5.1040200.1040399	pos	1	1	0	1	1	0	1	0	0	1	0
chr5.6172536.6172667	pos	0	1	1	1	1	1	1	1	1	1	0
chr5.9488983.9489091	pos	1	1	0	0	1	1	0	0	0	1	0
chr5.9929367.9929767	pos	0	0	0	0	0	0	1	0	1	0	0
chr5.12944424.12944589	pos	1	1	0	1	1	1	0	1	0	1	0
chr5.13433513.13433687	pos	1	1	0	0	1	0	0	0	0	1	0
chr5.13639015.13639115	pos	1	1	0	1	0	1	1	1	0	1	0
chr5.23584468.23584650	pos	0	1	1	1	1	1	1	1	0	1	1
chr5.24990599.24991648	pos	1	1	0	1	1	1	0	1	1	0	1
chr6.6022945.6023477	pos	0	1	1	1	1	1	1	0	1	1	1
chr6.8993856.8994281	pos	0	1	1	1	1	1	1	1	1	1	1
chr6.9818371.9819011	pos	0	1	0	1	1	1	0	1	0	0	1
chr6.10348938.10349169	pos	1	1	0	1	0	1	1	1	1	0	0
chr6.11243964.11244148	pos	1	1	0	1	1	1	0	1	0	0	0
chr6.15390403.15390579	pos	1	1	0	0	1	1	0	1	0	0	1
chr6.15502448.15502602	pos	0	1	1	0	0	1	0	1	0	0	0
chr6.16822128.16822446	pos	1	1	0	0	1	1	0	1	0	0	1
chr6.16822587.16822827	pos	1	1	1	0	1	1	0	1	0	0	1
chr6.20807107.20807805	pos	1	0	0	0	1	1	0	0	0	0	1
chr7.980063.980492	pos	1	1	0	1	1	1	0	1	1	0	1
chr7.1080523.1080787	pos	1	1	0	0	0	1	0	0	0	0	0
chr7.6837669.6837856	pos	0	0	0	0	0	0	1	0	1	0	0
chr7.8370788.8370962	pos	1	0	0	0	0	1	0	0	0	0	0
chr7.9467610.9467893	pos	0	0	0	0	0	1	0	1	0	0	0
chr7.11918012.11918255	pos	1	1	0	0	0	1	0	1	0	0	0
chr7.12442741.12442946	pos	1	1	0	0	1	1	0	0	0	0	0
chr7.14313709.14313861	pos	0	1	1	1	1	1	1	1	0	0	1
chr7.17922257.17922708	pos	1	0	0	0	1	1	0	0	0	0	0
chr7.19738883.19738987	pos	1	1	0	0	1	1	0	0	0	1	0
chr7.20403243.20403373	pos	1	1	0	0	1	1	0	0	0	0	0
chr7.21422743.21422924	pos	1	1	0	0	1	1	0	1	0	0	0
chr8.1793687.1793868	pos	1	1	0	0	1	1	0	0	0	0	0
chr8.1892534.1892675	pos	1	1	0	1	1	1	0	1	0	0	1
chr8.2876088.2876935	pos	1	1	0	0	1	1	0	0	0	0	0
chr8.13798323.13798469	pos	0	1	0	0	1	1	0	1	0	1	0
chr8.14932423.14932617	pos	1	1	1	1	1	0	0	1	0	1	0
chr8.16139110.16139421	pos	0	0	1	0	0	1	1	0	0	0	0
chrU.1724913.1725098	pos	0	0	0	0	0	0	0	0	0	0	0
unplaced-scaffold_330.130.540	pos	0	0	1	1	0	1	0	1	0	1	0
unplaced-scaffold_330.3107.4395	pos	1	1	1	1	1	1	1	1	1	1	1
chr1.2879000.2879500	neg	0	0	0	0	0	0	1	0	1	0	0
chr1.3057500.3058000	neg	0	0	0	0	0	0	1	0	1	0	0
chr1.4477000.4477500	neg	0	0	1	0	0	0	1	0	1	0	0
chr1.5360000.5360500	neg	1	0	0	0	1	1	0	0	0	0	0
chr1.6942000.6942500	neg	0	1	1	1	1	1	1	1	1	0	1
chr1.7472000.7472500	neg	0	0	1	0	0	1	1	1	1	0	0
chr1.16678500.16679000	neg	0	1	1	1	1	1	1	1	1	0	1
chr1.18059500.18060000	neg	0	1	0	1	1	0	1	1	0	0	1
chr1.20440000.20440500	neg	0	0	0	0	0	0	1	0	1	0	0
chr1.22231500.22232000	neg	0	1	0	0	0	1	1	0	1	0	0
chr1.26018500.26019000	neg	0	1	1	1	0	0	1	0	1	0	0
chr2.2861500.2862000	neg	0	1	0	1	1	0	1	1	0	1	0
chr2.3876500.3877000	neg	0	1	0	1	1	0	1	1	0	1	0
chr2.5719000.5719500	neg	0	1	0	1	1	0	1	1	0	1	1
chr2.6245000.6245500	neg	0	1	0	1	1	1	1	1	1	0	1
chr2.6904500.6905000	neg	1	1	0	1	1	1	0	1	0	1	0
chr2.8158500.8159000	neg	1	1	0	1	1	1	0	1	0	0	0
chr2.9174500.9175000	neg	0	1	0	1	0	0	1	1	1	0	0
chr2.9236500.9237000	neg	1	1	0	1	1	0	1	0	1	0	0
chr2.9663500.9664000	neg	1	1	0	1	1	0	1	1	1	1	0
chr2.10240500.10241000	neg	0	1	1	0	1	0	1	0	0	0	0
chr2.10937500.10938000	neg	1	1	0	1	1	1	1	1	1	0	0
chr2.16110500.16111000	neg	1	1	0	1	1	0	0	1	1	0	0
chr2.16212000.16212500	neg	1	1	1	1	1	1	0	1	0	1	0
chr2.16272000.16272500	neg	0	1	1	0	1	1	1	0	1	0	1
chr2.17240500.17241000	neg	0	1	0	1	1	1	1	1	1	0	1
chr2.25517500.25518000	neg	0	0	0	0	0	0	1	0	1	0	0
chr3.8157500.8158000	neg	1	1	0	0	0	0	0	0	0	1	0
chr3.10429000.10429500	neg	0	1	0	1	1	1	1	1	0	0	1
chr3.11480500.11481000	neg	0	1	1	0	0	1	1	0	1	0	1
chr3.12052500.12053000	neg	1	1	0	1	1	0	0	1	0	1	0
chr3.13127000.13127500	neg	1	1	1	1	1	1	0	1	0	1	0
chr3.14155500.14156000	neg	1	1	1	1	1	0	1	1	0	1	0
chr3.19713000.19713500	neg	0	0	0	0	0	1	1	0	1	0	0
