peak	Class	H2Aub	H2AZ	H3	H3K4me1	H3K4me3	H3K9ac	H3K9me1	H3K14ac	H3K27me1	H3K27me3	H3K36me3
chr1.428371.428921	pos	1	0	0	0	1	1	0	1	0	0	0
chr1.1936259.1936416	pos	1	1	0	0	1	1	0	1	0	0	1
chr1.5564163.5564312	pos	1	1	0	0	1	1	0	0	0	1	0
chr1.8113866.8114267	pos	1	0	0	0	1	1	1	0	1	0	0
chr1.9137097.9137327	pos	1	1	0	1	1	1	0	1	0	0	1
chr1.9536752.9537339	pos	1	1	1	0	1	1	0	0	0	1	0
chr1.10376924.10377236	pos	0	0	0	1	1	0	0	1	0	0	1
chr1.13606094.13606197	pos	1	1	1	1	1	1	0	1	0	0	1
chr1.14513601.14513888	pos	1	1	1	1	1	1	0	1	0	0	0
chr1.15222122.15222224	pos	0	0	0	0	0	0	1	0	0	1	0
chr1.15890181.15890297	pos	1	1	0	1	1	1	0	1	0	0	0
chr1.15914444.15914593	pos	1	1	0	1	1	1	0	1	0	0	0
chr1.16618530.16618889	pos	1	1	0	0	1	1	0	0	0	0	0
chr1.20802800.20803132	pos	1	1	0	1	1	1	0	1	0	0	0
chr1.22843397.22843976	pos	1	1	0	0	1	1	0	1	0	1	0
chr1.22864217.22864329	pos	1	1	0	1	1	1	0	0	0	1	0
chr1.26885361.26885783	pos	1	1	0	1	1	1	0	1	0	0	1
chr1.26926923.26927392	pos	1	1	1	0	1	1	0	0	0	0	0
chr1.28159941.28160039	pos	1	1	0	1	1	1	0	1	0	1	0
chr1.28839940.28840208	pos	0	1	0	1	1	1	0	1	0	0	0
chr1.29614931.29615052	pos	0	1	1	1	1	1	0	0	0	0	1
chr2.353132.353337	pos	1	1	0	0	1	1	0	1	0	0	0
chr2.353507.353680	pos	1	1	0	0	1	1	0	0	0	0	0
chr2.357874.357959	pos	0	1	0	0	0	0	0	0	0	0	0
chr2.1979302.1979442	pos	1	1	0	0	1	1	0	1	0	1	0
chr2.2012087.2013318	pos	0	1	0	0	1	1	0	0	0	1	0
chr2.2024164.2025173	pos	1	1	1	1	1	1	1	1	0	1	0
chr2.2031318.2031468	pos	0	1	0	0	0	0	1	0	0	1	0
chr2.4888503.4888927	pos	1	1	1	1	1	1	0	1	0	0	0
chr2.4982711.4983192	pos	0	1	1	1	1	1	0	1	0	0	1
chr2.5366250.5366453	pos	0	1	1	0	1	1	0	1	0	0	0
chr2.5371497.5371893	pos	1	1	0	0	1	1	0	1	0	0	0
chr2.6026440.6026549	pos	1	1	0	1	1	0	0	0	0	0	0
chr2.7824262.7824557	pos	1	1	0	1	1	1	0	1	0	1	0
chr2.8665706.8665936	pos	1	1	0	0	1	1	0	1	0	0	0
chr2.9649850.9650304	pos	0	1	0	1	0	0	0	1	0	1	0
chr2.9693473.9694248	pos	1	1	0	1	1	1	0	1	0	0	1
chr2.9850310.9851134	pos	1	1	1	1	1	1	0	1	0	1	0
chr2.11416729.11416918	pos	0	1	0	0	0	0	0	0	0	0	0
chr2.12458273.12458407	pos	0	0	0	0	0	0	0	0	0	0	0
chr2.14028883.14029067	pos	0	1	1	1	1	1	0	1	0	0	0
chr2.14530189.14530400	pos	1	1	0	0	1	1	0	1	1	0	0
