bin	tar	group	zscore	kmer_family
100	1	zscore_tar	-0.272300630249031	AP2EREBP
125	1	zscore_tar	-0.272300630249031	AP2EREBP
150	1	zscore_tar	-0.272300630249031	AP2EREBP
175	1	zscore_tar	-0.272300630249031	AP2EREBP
200	1	zscore_tar	-0.272300630249031	AP2EREBP
225	1	zscore_tar	-0.272300630249031	AP2EREBP
250	1	zscore_tar	-0.272300630249031	AP2EREBP
275	1	zscore_tar	-0.272300630249031	AP2EREBP
300	1	zscore_tar	-0.272300630249031	AP2EREBP
325	1	zscore_tar	-0.272300630249031	AP2EREBP
350	1	zscore_tar	-0.272300630249031	AP2EREBP
375	1	zscore_tar	-0.272300630249031	AP2EREBP
400	1	zscore_tar	-0.272300630249031	AP2EREBP
425	1	zscore_tar	-0.272300630249031	AP2EREBP
450	1	zscore_tar	-0.272300630249031	AP2EREBP
475	1	zscore_tar	-0.272300630249031	AP2EREBP
500	1	zscore_tar	-0.272300630249031	AP2EREBP
525	1	zscore_tar	-0.272300630249031	AP2EREBP
550	1	zscore_tar	-0.272300630249031	AP2EREBP
575	1	zscore_tar	-0.272300630249031	AP2EREBP
600	1	zscore_tar	-0.272300630249031	AP2EREBP
625	1	zscore_tar	-0.272300630249031	AP2EREBP
650	1	zscore_tar	-0.272300630249031	AP2EREBP
675	1	zscore_tar	-0.272300630249031	AP2EREBP
700	1	zscore_tar	-0.272300630249031	AP2EREBP
725	1	zscore_tar	-0.272300630249031	AP2EREBP
750	1	zscore_tar	-0.272300630249031	AP2EREBP
775	1	zscore_tar	-0.272300630249031	AP2EREBP
800	1	zscore_tar	-0.272300630249031	AP2EREBP
825	1	zscore_tar	-0.272300630249031	AP2EREBP
850	1	zscore_tar	-0.272300630249031	AP2EREBP
875	1	zscore_tar	-0.272300630249031	AP2EREBP
900	1	zscore_tar	-0.272300630249031	AP2EREBP
925	1	zscore_tar	-0.272300630249031	AP2EREBP
950	1	zscore_tar	-0.272300630249031	AP2EREBP
975	1	zscore_tar	-0.272300630249031	AP2EREBP
1000	1	zscore_tar	-0.272300630249031	AP2EREBP
1025	1	zscore_tar	-0.272300630249031	AP2EREBP
1050	1	zscore_tar	-0.272300630249031	AP2EREBP
1075	1	zscore_tar	-0.272300630249031	AP2EREBP
1100	1	zscore_tar	-0.272300630249031	AP2EREBP
1125	1	zscore_tar	-0.272300630249031	AP2EREBP
1150	1	zscore_tar	-0.272300630249031	AP2EREBP
1175	1	zscore_tar	-0.272300630249031	AP2EREBP
1200	1	zscore_tar	-0.272300630249031	AP2EREBP
1225	1.01	zscore_tar	3.6079833507999	AP2EREBP
1250	1.01	zscore_tar	3.6079833507999	AP2EREBP
1275	1.01	zscore_tar	3.6079833507999	AP2EREBP
1300	1.01	zscore_tar	3.6079833507999	AP2EREBP
1325	1	zscore_tar	-0.272300630249031	AP2EREBP
1350	1	zscore_tar	-0.272300630249031	AP2EREBP
1375	1	zscore_tar	-0.272300630249031	AP2EREBP
1400	1	zscore_tar	-0.272300630249031	AP2EREBP
1425	1	zscore_tar	-0.272300630249031	AP2EREBP
1450	1	zscore_tar	-0.272300630249031	AP2EREBP
1475	1	zscore_tar	-0.272300630249031	AP2EREBP
1500	1	zscore_tar	-0.272300630249031	AP2EREBP
100	1	zscore_tar	-0.27230063024906	ARF
125	1	zscore_tar	-0.27230063024906	ARF
150	1	zscore_tar	-0.27230063024906	ARF
175	1	zscore_tar	-0.27230063024906	ARF
200	1	zscore_tar	-0.27230063024906	ARF
225	1	zscore_tar	-0.27230063024906	ARF
250	1	zscore_tar	-0.27230063024906	ARF
275	1	zscore_tar	-0.27230063024906	ARF
300	1	zscore_tar	-0.27230063024906	ARF
325	1	zscore_tar	-0.27230063024906	ARF
350	1	zscore_tar	-0.27230063024906	ARF
375	1	zscore_tar	-0.27230063024906	ARF
400	1	zscore_tar	-0.27230063024906	ARF
425	1	zscore_tar	-0.27230063024906	ARF
450	1	zscore_tar	-0.27230063024906	ARF
475	1	zscore_tar	-0.27230063024906	ARF
500	1	zscore_tar	-0.27230063024906	ARF
525	1	zscore_tar	-0.27230063024906	ARF
550	1	zscore_tar	-0.27230063024906	ARF
575	1	zscore_tar	-0.27230063024906	ARF
600	1	zscore_tar	-0.27230063024906	ARF
625	1	zscore_tar	-0.27230063024906	ARF
650	1	zscore_tar	-0.27230063024906	ARF
675	1	zscore_tar	-0.27230063024906	ARF
700	1	zscore_tar	-0.27230063024906	ARF
725	1	zscore_tar	-0.27230063024906	ARF
750	1	zscore_tar	-0.27230063024906	ARF
775	1	zscore_tar	-0.27230063024906	ARF
800	1	zscore_tar	-0.27230063024906	ARF
825	1	zscore_tar	-0.27230063024906	ARF
850	1	zscore_tar	-0.27230063024906	ARF
875	1	zscore_tar	-0.27230063024906	ARF
900	1	zscore_tar	-0.27230063024906	ARF
925	1	zscore_tar	-0.27230063024906	ARF
950	1	zscore_tar	-0.27230063024906	ARF
975	1	zscore_tar	-0.27230063024906	ARF
1000	1	zscore_tar	-0.27230063024906	ARF
1025	1	zscore_tar	-0.27230063024906	ARF
1050	1	zscore_tar	-0.27230063024906	ARF
1075	1	zscore_tar	-0.27230063024906	ARF
1100	1	zscore_tar	-0.27230063024906	ARF
1125	1	zscore_tar	-0.27230063024906	ARF
1150	1	zscore_tar	-0.27230063024906	ARF
